"site_id_unique","timeset","x","y","dataset","dclass","waterlog.30","waterlog.50","waterlog.100","ph.0.10","ph.10.30","ph.30.50","ph.50.100"
"4_47-Jm-014","d1974_1978",2599809,1209114,"validation","poor",0,1,1,7.2,7.2,7.38169894759789,7.67807299314909
"4_47-Jm-015","d1974_1978",2599850,1208926,"calibration","poor",0,0,1,6.5,6.4407307683263,6.3,7.45095795704569
"4_47-Jm-016",NA,2600015,1209062,"calibration","poor",0,0,1,NA,NA,NA,NA
"4_47-Jm-017","d1974_1978",2600097,1208945,"calibration","well",0,0,0,6.2,6.24203884436101,6.4,7.5
"4_47-Jm-018","d1974_1978",2600383,1208914,"calibration","poor",0,1,1,6.6,6.54712810462011,6.72202024601141,7.54391885103048
"4_47-Jm-019","d1974_1978",2600296,1208815,"calibration","poor",1,1,1,6.2,6.29001782210786,6.8,7.43902494590788
"4_47-Jm-020","d1974_1978",2600386,1208838,"calibration","poor",0,1,1,7.1,7.1,7.14712810462011,7.39459137815885
"4_47-Jm-021","d1974_1978",2600219,1208663,"calibration","poor",0,0,1,6.2,6.24712810462011,6.24712810462011,6.29011294906531
"4_47-Jm-022","d1974_1978",2600401,1208621,"calibration","poor",0,0,1,6.4,6.30350169216891,6.12292509377807,6.34331416650169
"4_47-Jm-023",NA,2599793,1209045,"calibration","poor",1,1,1,NA,NA,NA,NA
"4_48-In-419","d1968_1974_field",2571988,1208081.99999999,"validation","well",0,0,0,8,8.07275995715463,8.02765899164598,8.07381737721904
"4_48-In-422","d1968_1974_field",2572010,1207941,"calibration","well",0,0,0,6.7,6.62292509377807,6.8,6.90869987651923
"4_48-In-423","d1968_1974_ptf",2572341,1207776,"calibration","well",0,0,0,5.77025923935281,5.1893556202256,5.02093140935099,5.38580274124159
"4_48-In-426","d1968_1974_field",2572461,1208141,"calibration","well",0,0,1,7.9,7.87275995715463,7.55813789247667,6.89096417837382
"4_48-In-427","d1968_1974_ptf",2572572,1208671,"calibration","well",0,0,0,7.0766432396794,7.0766432396794,7.22447974680408,7.33509236757999
"4_48-In-429","d1968_1974_field",2572837,1208103,"calibration","well",0,0,0,6.7,6.74712810462011,6.61039901476028,6.59665228498981
"4_48-In-431","d1968_1974_field",2573068,1208563,"calibration","well",0,0,0,7.6,7.80486742346101,8.30350169216891,8.4
"4_48-In-432","d1968_1974_field",2573141,1208446,"calibration","well",0,0,0,6.4,6.28858739286964,5.8,6.01320135784702
"4_48-In-439","d1968_1974_field",2573706,1208563,"validation","well",0,0,0,6.6,6.48858739286964,6.19459137815885,6.10869987651923
"4_48-In-440","d1968_1974_ptf",2573637,1208405,"calibration","well",0,0,0,6.07173247019741,6.21310563292736,6.5741878549384,6.65263431637807
"4_48-In-441","d1968_1974_field",2573890,1208420,"validation","well",0,0,0,6.6,6.55213487965858,6.6407307683263,6.74712810462011
"4_48-In-454","d1968_1974_ptf",2573191,1207603,"validation","well",0,0,0,5.36829493156001,5.1827115060624,5.03943643919689,5.13204941310532
"4_48-In-455","d1968_1974_field",2573530,1207751,"calibration","well",0,0,0,6.5,6.58141564009892,6.88858739286964,6.90869987651923
"4_81-Nk-070","d1974_1978",2581148,1211580,"calibration","well",0,0,0,6.1,6.04712810462011,6,5.91824224046031
"4_81-Nk-071","d1975_1978_field",2581416,1211786,"calibration","well",0,0,0,6,6.04712810462011,6.1,6.1
"4_81-Nk-072","d1975_1978_field",2581568,1211934,"calibration","well",0,0,0,6.2,6.2,6.2,NA
"4_81-Nk-073","d1974_1978",2581523,1211296,"calibration","moderate",0,0,1,6.4,6.00370720195529,5.8,6.8
"4_81-Nk-074","d1975_1978_field",2581595,1211423,"calibration","moderate",0,0,1,5.8,5.88858739286964,6,6.3
"4_81-Nk-075","d1974_1978",2581747,1211482,"calibration","well",0,0,0,6.1,6.07275995715463,5.8245951332275,5.7
"4_81-Nk-076","d1975_1978_field",2581893,1211463,"calibration","well",0,0,0,6.1,6.17275995715463,6.2,6.1
"4_81-Nk-077","d1974_1978",2581924,1211363,"validation","well",0,0,0,5.8,5.95548953255469,6.3407307683263,6.62363171882032
"4_81-Nk-078","d1975_1978_field",2582020,1211626,"calibration","well",0,0,0,6.3,6.34712810462011,6.24203884436101,6.2
"4_81-Nk-079","d1975_1978_field",2582158,1211664,"calibration","well",0,0,0,6.1,6.12292509377807,6.27275995715463,6.3
"4_81-Nk-080","d1974_1978",2581805,1212021,"calibration","well",0,0,0,6,5.97275995715463,5.82292509377807,5.8
"4_81-Nk-081","d1975_1978_field",2581785,1211894,"calibration","well",0,0,0,5.8,5.82292509377807,5.9,NA
"4_81-Nk-082","d1974_1978",2582160,1212233,"calibration","well",0,0,0,6.1,6.04712810462011,5.842038844361,5.5
"4_81-Nk-083","d1975_1978_field",2582196,1212162,"calibration","poor",0,0,1,6.6,6.5407307683263,6.21231872844697,5.9
"4_81-Nk-084","d1975_1978_field",2582280,1211883,"calibration","well",0,0,0,5.8,5.8,5.8,5.9
"4_81-Nk-085","d1975_1978_field",2582498,1212306,"calibration","poor",0,1,1,6.8,6.74712810462011,6.77275995715463,6.36936525217336
"4_81-Nk-086","d1975_1978_field",2582531,1212247,"calibration","well",0,0,0,5.8,5.89665228498981,6.1,6.0219844749094
"4_81-Nk-087","d1974_1978",2582618,1212091,"calibration","poor",0,0,1,6.6,6.5407307683263,6.4,6.20902534567814
"4_81-Nk-088","d1974_1978",2582607,1212396,"calibration","poor",0,0,1,5.9,5.92292509377807,6,5.7
"4_81-Nk-089","d1975_1978_field",2582819,1212377,"calibration","well",0,0,0,6.3,6.20350169216891,6.042038844361,6.2
"4_81-Nk-090","d1975_1978_field",2582931,1212407,"calibration","poor",0,0,1,6.2,6.2,6.2,6
"4_81-Nk-091",NA,2583023,1212491,"calibration","well",0,0,0,NA,NA,NA,NA
"4_81-Nk-092","d1975_1978_field",2584076,1212845,"calibration","well",0,0,0,6.5,6.38858739286964,6.142038844361,6.1
"4_81-Nk-093","d1974_1978",2584357,1213023,"validation","poor",0,0,1,5.8,5.84712810462011,5.82292509377807,5.94455785084048
"4_81-Nk-094",NA,2584397,1213083,"calibration","well",0,0,0,NA,NA,NA,NA
"4_81-Nk-095","d1975_1978_field",2584361,1213135,"calibration","well",0,0,0,7.2,7.17275995715463,7.04712810462011,6.95195513241139
"4_81-Nk-096","d1975_1978_field",2584444,1213281,"calibration","well",0,0,0,6.5,6.4407307683263,6.3,6.13329922358877
"4_81-Nk-097","d1975_1978_field",2584501,1213184,"calibration","poor",0,0,0,6,6.08858739286964,6.2,NA
"4_81-Nk-098","d1974_1978",2584546,1213377,"calibration","poor",0,0,1,6.3,6.05548953255469,NA,5.8
"4_81-Nk-099","d1975_1978_field",2584610,1213470,"calibration","poor",0,0,1,6.9,6.80869987651923,6.45548953255469,6.18858739286964
"4_81-Nk-100","d1974_1978",2584763,1213572,"calibration","well",0,0,0,5.9,5.94712810462011,5.9407307683263,5.70902534567814
"4_81-Nk-101",NA,2581682,1211105,"calibration","well",0,0,0,NA,NA,NA,NA
"4_89-Jm-001","d1974_1978",2601915,1210037,"calibration","well",0,0,0,5.5,5.58858739286964,5.19001782210786,4.73876969790019
"4_89-Jm-002","d1974_1978",2602307,1210043,"calibration","poor",0,1,1,5.5,5.57082291966543,6.01589942080517,7.19665228498981
"4_89-Jm-003","d1974_1978",2602519,1210235,"validation","poor",0,0,1,6.3,6.39001782210786,7.25813789247667,7.5
"4_89-Jm-004","d1974_1978",2602727,1210410,"calibration","well",0,0,0,5.4,4.65963731050576,4.4,4.32765899164598
"4_89-Jm-005","d1974_1978",2602645,1210116,"calibration","poor",0,0,0,5.3,5.38858739286964,5.75527837409449,6.15460707659964
"4_89-Jm-006","d1974_1978",2602832,1210163,"calibration","well",0,0,0,5.5,5.25548953255469,5.1,5.32843196979322
"4_89-Jm-007","d1974_1978",2603202,1210238,"calibration","well",0,0,0,5,4.94712810462011,4.65784465509681,4.75446023412151
"4_89-Jm-008","d1974_1978",2602374,1209499,"calibration","well",0,0,0,5,5.04712810462011,5.04712810462011,5
"4_89-Jm-009","d1974_1978",2602914,1209712,"validation","well",0,0,0,5.1,5.14712810462011,5,4.4
"4_89-Jm-010","d1974_1978",2603251,1209944,"calibration","well",0,0,0,5.1,5.12292509377807,5.042038844361,5.18209164480795
"4_89-Jm-011","d1974_1978",2603594,1209760,"calibration","well",0,0,0,5.8,5.8,4.51921344952766,4.47807299314909
"4_89-Jm-012","d1974_1978",2602245,1210087,"calibration","poor",0,1,1,5.8,5.842038844361,6.04712810462011,6.63445974453984
"4_92-Aa-001","d1974_1978",2586235,1207351,"calibration","well",0,0,0,7.3,7.3,7.4407307683263,7.55720004928893
"4_92-Aa-002",NA,2586455,1207614,"calibration","well",0,0,0,NA,NA,NA,NA
"4_92-Aa-003",NA,2586404,1207809,"calibration","well",0,0,0,NA,NA,NA,NA
"4_92-Aa-004","d1974_1978",2586451,1208030,"calibration","well",0,0,0,7.1,7.18858739286964,7.3,7.44712810462011
"4_92-Aa-005","d1974_1978",2586789,1208093,"validation","well",0,0,0,7.1,7.14712810462011,7.45879440517681,7.54712810462011
"4_92-Aa-006",NA,2586935,1208404,"calibration","well",0,0,1,NA,NA,NA,NA
"4_92-Aa-007",NA,2587145,1208431,"calibration","well",0,0,0,NA,NA,NA,NA
"4_92-Aa-008",NA,2587375,1208576,"calibration","well",0,0,0,NA,NA,NA,NA
"4_92-Aa-009","d1974_1978",2586507,1207195,"calibration","well",0,0,0,5.5,5.18169894759789,5,5
"4_92-Aa-010","d1974_1978",2586678,1207047,"calibration","well",0,0,0,5.9,6.36291238674466,7.2,7.02342402310944
"4_92-Aa-011","d1974_1978",2586722,1207454,"calibration","well",0,0,0,7.2,7.2,7.4,7.47807299314909
"4_92-Aa-012","d1974_1978",2586870,1207768,"calibration","well",0,0,0,6.9,7.0407307683263,7.2407307683263,7.3
"4_92-Aa-013","d1974_1978",2586847,1207612,"calibration","well",0,0,0,7,7,7.5,7.5
"4_92-Aa-014",NA,2587159,1207721,"calibration","well",0,0,0,NA,NA,NA,NA
"4_92-Aa-015","d1974_1978",2587440,1208130,"calibration","well",0,0,0,7.6,6.52292509377807,6.6,6.17601156977869
"4_92-Aa-016","d1974_1978",2587542,1208390,"validation","well",0,0,0,5.9,5.9,5.82292509377807,5.8
"4_92-Aa-017","d1974_1978",2587828,1208413,"validation","well",0,0,0,6.4,6.54712810462011,6.6,6.8737536295506
"4_92-Aa-018","d1975_1978_field",2587873,1208260,"calibration","well",0,0,0,6.3,6.18858739286964,6.1,6.54415497353068
"4_92-Aa-019","d1974_1978",2587702,1207998,"calibration","well",0,0,0,6.3,6.25720004928893,6.2,6.28889812773972
"4_92-Aa-020","d1974_1978",2587175,1206915,"validation","poor",0,0,1,6.6,6.42292509377807,6.5,6.74150994387727
"4_92-Aa-021","d1974_1978",2587265,1207276,"calibration","well",0,0,0,5.7,5.60350169216891,5.4,4.34194128025972
"4_92-Aa-022","d1975_1978_field",2587648,1207571,"validation","well",0,0,0,5.8,5.74712810462011,5.8,5.83728445895502
"4_92-Aa-023","d1974_1978",2588145,1208033,"calibration","well",0,0,0,5.7,5.67275995715463,5.6,5.6
"4_92-Aa-024","d1974_1978",2588288,1207435,"calibration","well",0,0,0,5.4,5.47275995715463,5.5,5.57807299314909
"4_92-Aa-025",NA,2587857,1207905,"calibration","well",0,0,0,NA,NA,NA,NA
"4_92-Aa-026",NA,2588335,1207946,"calibration","well",0,0,0,NA,NA,NA,NA
"4_92-Aa-027",NA,2586853,1207329,"calibration","poor",1,1,1,NA,NA,NA,NA
"4_94-Nk-0110","d1974_1978",2585274,1215386,"validation","well",0,0,0,6.6,6.64712810462011,7,6.950371722043
"4_94-Nk-0111","d1974_1978",2585696,1215841,"validation","well",0,0,0,6,6.08858739286964,6.27275995715463,6.37807299314909
"4_94-Nk-0112","d1974_1978",2585575,1215031,"calibration","well",0,0,0,6.7,6.85548953255469,7.4,7.4
"4_94-Nk-0113","d1975_1978_field",2585837,1215530,"calibration","well",0,0,0,6.1,6.14712810462011,6.2,6.49011294906531
"4_94-Nk-0114","d1975_1978_field",2586122,1215426,"calibration","well",0,0,0,6.6,6.7245951332275,6.9,NA
"4_94-Nk-0115","d1975_1978_field",2585818,1214887,"calibration","well",0,0,0,5.6,5.67807299314909,5.7,5.93728445895503
"4_94-Nk-0116","d1975_1978_field",2586137,1215093,"calibration","well",0,0,0,6.5,6.58858739286964,6.7,6.7
"4_94-Nk-0117","d1975_1978_field",2586086,1214785,"calibration","well",0,0,0,5.6,5.6,5.8,5.85720004928893
"4_94-Nk-0118","d1975_1978_field",2586175,1214568,"calibration","poor",0,1,1,6.5,6.6245951332275,6.91122947648909,7
"4_94-Nk-0119","d1975_1978_field",2586395,1215257,"validation","moderate",0,1,1,6.6,6.01657244596365,6.05784465509681,6.3
"4_94-Nk-0120","d1974_1978",2586461,1214874,"calibration","well",0,0,0,6.3,6.34712810462011,6.52292509377807,6.63728445895502
"4_94-Nk-0121",NA,2586616,1214750,"calibration","poor",0,1,1,NA,NA,NA,NA
"4_94-Nk-0122","d1975_1978_field",2586433,1214165,"calibration","well",0,0,0,6.6,6.73199305810855,7.2,7.3
"4_94-Nk-0123","d1974_1978",2586694,1214481,"calibration","moderate",0,1,1,6,6.04712810462011,7,7
"4_94-Nk-0124","d1974_1978",2586756,1214223,"calibration","well",0,0,1,6.7,6.8245951332275,7.15548953255469,7.43329922358877
"4_94-Nk-0125",NA,2587033,1214694,"calibration","well",0,0,0,NA,NA,NA,NA
"4_94-Nk-0126",NA,2585933,1215958,"calibration","well",0,0,0,NA,NA,NA,NA
"4_94-Nk-0127","d1974_1978",2586048,1216298,"validation","well",0,0,0,6,6.32202024601141,6.8,7.3
"4_94-Nk-0129","d1975_1978_field",2586194,1216228,"calibration","moderate",0,0,0,6.4,6.45784465509681,6.7,6.91969957410084
"4_94-Nk-0130","d1975_1978_field",2586383,1215645,"calibration","well",0,0,0,5.7,5.65720004928893,5.95095795704569,6.29459137815885
"4_94-Nk-0131","d1975_1978_field",2586491,1215912,"validation","well",0,0,0,5.3,5.45548953255469,5.87531351989859,6.09252749057691
"4_94-Nk-0132",NA,2586535,1215719,"calibration","poor",1,1,1,NA,NA,NA,NA
"4_94-Nk-0133",NA,2586610,1216167,"calibration","well",0,0,0,NA,NA,NA,NA
"4_94-Nk-0134","d1975_1978_field",2586813,1215878,"calibration","well",0,0,0,5.6,5.75548953255469,6.1,5.59623242679614
"4_94-Nk-0135","d1975_1978_field",2586706,1215422,"calibration","well",0,0,0,6.4,6.55548953255469,6.9,6.9
"4_94-Nk-0136",NA,2586866,1215291,"calibration","poor",0,1,1,NA,NA,NA,NA
"4_94-Nk-0137",NA,2587118,1214946,"calibration","poor",0,1,1,NA,NA,NA,NA
"4_94-Nk-0138","d1975_1978_field",2587084,1215409,"calibration","poor",0,1,1,5.8,5.95548953255469,6.66291238674466,7.01514815708375
"4_94-Nk-0139","d1974_1978",2587216,1215128.99999999,"validation","poor",0,1,1,7.1,7.14712810462011,7.3407307683263,7.35720004928893
"4_94-Nk-0141","d1974_1978",2586852,1216805,"validation","well",0,0,0,5.3,5.4407307683263,5.5,5.3245951332275
"4_94-Nk-0142","d1975_1978_field",2587121,1216402,"validation","well",0,0,0,5.4,5.4,5.7,5.53329922358877
"4_94-Nk-0143","d1974_1978",2587193,1216742,"calibration","well",0,0,0,5.4,5.34712810462011,6.7,6.98526318656403
"4_94-Nk-0144",NA,2587403,1216993,"calibration","well",0,0,0,NA,NA,NA,NA
"4_94-Nk-0145","d1974_1978",2587386,1216709,"validation","well",0,0,0,6.9,6.98858739286964,7.2407307683263,7.36751113456402
"4_94-Nk-0146",NA,2587607,1216840,"calibration","poor",0,0,1,NA,NA,NA,NA
"4_94-Nk-0147",NA,2587285,1216096,"calibration","moderate",0,0,1,NA,NA,NA,NA
"4_94-Nk-0148",NA,2587469,1216137,"calibration","poor",0,1,1,NA,NA,NA,NA
"4_94-Nk-0149",NA,2587607,1216472,"calibration","moderate",0,0,1,NA,NA,NA,NA
"4_94-Nk-0150",NA,2587912,1216757,"calibration","poor",0,0,0,NA,NA,NA,NA
"4_94-Nk-0151","d1974_1978",2588217,1217038,"validation","poor",0,1,1,7.2,7.24712810462011,7.37275995715463,7.55456967312756
"4_94-Nk-0152",NA,2587758,1216371,"calibration","poor",0,1,1,NA,NA,NA,NA
"4_94-Nk-0153",NA,2587253,1215752,"calibration","moderate",0,1,1,NA,NA,NA,NA
"4_94-Nk-0154",NA,2587428,1215493,"calibration","poor",1,1,1,NA,NA,NA,NA
"4_94-Nk-0155",NA,2587723,1215968,"calibration","poor",0,1,1,NA,NA,NA,NA
"4_94-Nk-0156","d1974_1978",2588063,1216394,"validation","poor",0,1,1,7.1,7.18858739286964,7.5,7.5
"4_94-Nk-0165","d1975_1978_field",2584466,1214616,"calibration","well",0,0,1,6.7,6.58858739286964,6.4,6.5
"4_94-Nk-0166",NA,2584727,1214861,"calibration","well",0,1,1,NA,NA,NA,NA
"4_94-Nk-0167","d1975_1978_field",2584936,1214928,"calibration","well",0,0,0,5.9,5.9,5.9,5.94712810462011
"4_94-Nk-0168","d1974_1978",2584792,1214667,"calibration","well",0,0,0,6.1,6.18858739286964,6.3,6.1245951332275
"4_94-Nk-0169",NA,2585061,1214832,"calibration","moderate",0,0,1,NA,NA,NA,NA
"4_94-Nk-0170","d1975_1978_field",2585258,1214787,"calibration","well",0,0,0,5.8,5.87275995715463,6.1,6.2
"4_94-Nk-0171","d1974_1978",2584839,1214434,"calibration","well",0,0,0,6,6.1245951332275,6.5,6.72903707329907
"4_94-Nk-0172",NA,2584556,1213819,"calibration","well",0,0,0,NA,NA,NA,NA
"4_94-Nk-0173","d1975_1978_field",2584591,1214011,"validation","well",0,0,0,5.6,5.68858739286964,5.842038844361,6
"4_94-Nk-0174","d1974_1978",2584891,1214204,"validation","well",0,0,0,6.1,6.18858739286964,6.50350169216891,6.6
"4_94-Nk-0175","d1974_1978",2584847,1214023,"calibration","well",0,0,0,6.2,6.28858739286964,6.4,6.4
"4_94-Nk-0176","d1974_1978",2584830,1213657,"calibration","poor",0,0,1,6.7,6.542038844361,6.2,5.9
"4_94-Nk-0177",NA,2585092,1213814,"calibration","moderate",0,0,1,NA,NA,NA,NA
"4_94-Nk-0178","d1975_1978_field",2585271,1214366,"calibration","well",0,0,0,6,6.26075973066439,6.3,6.3
"4_94-Nk-0179","d1975_1978_field",2585449,1214690,"validation","well",0,0,0,5.6,5.78169894759789,6.1,6.1
"4_94-Nk-0180","d1974_1978",2585307,1213777,"calibration","well",0,0,0,5.5,5.54712810462011,5.6,5.77531351989859
"4_94-Nk-0181",NA,2585500,1214200,"calibration","poor",0,0,0,NA,NA,NA,NA
"4_94-Nk-0182",NA,2585821,1214533,"calibration","well",0,0,0,NA,NA,NA,NA
"4_94-Nk-0183","d1974_1978",2585724,1214158,"calibration","well",0,0,0,7.1,7.2245951332275,7.47275995715463,7.6
"4_94-Nk-0184","d1974_1978",2585931,1214392,"calibration","well",0,0,0,6.2,6.42202024601141,7.0407307683263,7.17728759987762
"4_94-Nk-0185",NA,2586170,1214270,"calibration","poor",0,1,1,NA,NA,NA,NA
"4_94-Nk-0186","d1974_1978",2585963,1213594,"validation","well",0,0,0,7.3,7.34712810462011,7.44712810462011,7.24564292589211
"4_94-Nk-0187",NA,2586125,1213891,"calibration","well",0,0,0,NA,NA,NA,NA
"4_94-Nk-0188",NA,2586280,1213918,"calibration","well",0,0,0,NA,NA,NA,NA
"4_94-Nk-0189",NA,2586167,1213490,"calibration","well",0,0,0,NA,NA,NA,NA
"4_94-Nk-0190",NA,2586355,1213588,"calibration","well",0,0,0,NA,NA,NA,NA
"4_94-Nk-0192",NA,2585241,1215547,"calibration","well",0,0,0,NA,NA,NA,NA
"4_94-Nk-0193",NA,2586339,1213426,"calibration","well",0,0,0,NA,NA,NA,NA
"4_94-Nk-0194",NA,2586562,1213777,"calibration","well",0,0,0,NA,NA,NA,NA
"4_101-Ga-137","d1974_1978",2593979,1214142,"calibration","well",0,0,0,6.3,6.18858739286964,5.8,5.68526318656403
"4_101-Ga-138","d1974_1978",2595153,1214443,"calibration","well",0,0,0,5.4,5.17275995715463,5.1,5.1
"4_101-Ga-139","d1974_1978",2595621,1214425,"validation","well",0,0,1,5.6,5.642038844361,5.87275995715463,6.06654633835985
"4_101-Ga-140","d1975_1978_field",2595395,1214255,"calibration","well",0,0,1,5.3,5.37886998323083,5.5,5.40667039940696
"4_101-Ga-141","d1974_1978",2594945,1213982,"calibration","well",0,0,0,5.5,5.54712810462011,5.57275995715463,5.5
"4_101-Ga-142","d1975_1978_field",2595832,1214050,"validation","well",0,0,0,5.2,5.24203884436101,5.48858739286964,5.65720004928893
"4_101-Ga-143","d1974_1978",2595521,1213782,"calibration","well",0,0,1,5.6,5.65720004928893,5.77275995715463,5.85720004928893
"4_101-Ga-144","d1974_1978",2595898,1213740,"calibration","poor",0,1,1,5.6,5.75548953255469,6.11774324709665,7.3
"4_101-Ga-145","d1974_1978",2595144,1213536,"calibration","well",0,0,0,5.7,5.5245951332275,4.56783437567555,4.27807299314909
"4_101-Ga-146","d1974_1978",2595335,1213580,"calibration","well",0,0,0,5.4,5.28858739286964,4.95548953255469,4.8
"4_101-Ga-147","d1974_1978",2595212,1213342,"calibration","well",0,0,0,5.3,5.38858739286964,5.5,4.9704596274654
"4_101-Ga-148","d1974_1978",2595853,1213455,"calibration","well",0,0,0,5.4,4.88169894759789,4.37082291966543,4.4
"4_101-Ga-149","d1975_1978_field",2595660,1213324,"calibration","well",0,0,0,5.4,5.28858739286964,4.31069829749369,4.26936525217336
"4_101-Ga-150","d1974_1978",2594279,1213166,"calibration","well",0,0,0,4.6,4.6,5.4,5.11961927883892
"4_101-Ga-151","d1975_1978_field",2594606,1212980,"calibration","well",0,0,0,5.2,5.3245951332275,5.5,5.7704596274654
"4_101-Ga-152","d1975_1978_field",2594869,1213044,"calibration","well",0,0,1,5.9,6.0245951332275,6.2,6.43329922358877
"4_101-Ga-153","d1974_1978",2595126,1213071,"validation","poor",0,1,1,5.9,6.00869987651923,6.2407307683263,6.44331416650169
"4_101-Ga-154","d1975_1978_field",2595555,1212960,"calibration","poor",0,1,1,6.3,6.3,6.3,6.36936525217336
"4_101-Ga-155","d1975_1978_field",2594530,1212865,"validation","well",0,0,0,5.1,5.30350169216891,5.5,5.5
"4_101-Ga-156","d1974_1978",2594775,1212700,"calibration","poor",0,1,1,6.1,6.14712810462011,6.28858739286964,6.50869987651923
"4_101-Ga-157","d1975_1978_field",2594945,1212832,"calibration","well",0,0,0,5.5,5.5,5.5,5.2
"4_101-Ga-158","d1974_1978",2595049,1212590,"calibration","poor",0,0,1,6.6,6.6,6.5,6.65460707659964
"4_101-Ga-159","d1974_1978",2595449,1212555,"calibration","poor",0,0,1,6,6,6.2,6.34331416650169
"4_101-Ga-160","d1975_1978_field",2595726,1212593,"calibration","well",0,0,1,5.3,5.4608964910914,5.7,5.85720004928893
"4_101-Ga-161","d1974_1978",2593903,1212424,"calibration","well",0,0,0,5.9,5.71231872844697,5.4,4.89665228498981
"4_101-Ga-162","d1974_1978",2593626,1212203,"calibration","well",0,0,0,5.5,5.19832597083798,4.8,4.83728445895502
"4_101-Ga-163","d1974_1978",2593635,1211874,"calibration","poor",0,1,1,6.3,6.18858739286964,6.1,6.34681527946735
"4_101-Ga-164","d1974_1978",2593931,1212198,"calibration","well",0,0,0,5,5.08858739286964,5.4,7.1
"4_101-Ga-165","d1974_1978",2594090,1212053,"calibration","poor",0,0,1,6.1,6.2245951332275,6.2245951332275,6.1
"4_101-Ga-166","d1975_1978_field",2594379,1212044,"calibration","poor",0,0,1,6.4,6.57019999839177,6.7,6.83329922358877
"4_101-Ga-167","d1974_1978",2594805,1212457,"calibration","well",0,0,0,5.8,5.72116181449061,5.5,5.41824224046031
"4_101-Ga-168","d1974_1978",2595190,1212397,"calibration","poor",1,1,1,6,6.04712810462011,6.1,6.25195513241139
"4_101-Ga-169","d1974_1978",2594796,1212225,"calibration","well",0,0,0,5.3,5.33728445895502,5.4,5.6
"4_101-Ga-170","d1975_1978_field",2595162,1212103,"calibration","moderate",0,1,1,5.1,5.1,5.0407307683263,5.10757504667805
"4_101-Ga-171","d1975_1978_field",2594285,1211856,"calibration","well",0,0,0,5.6,5.64712810462011,4.6,4.6
"4_101-Ga-172","d1975_1978_field",2594742,1211896,"calibration","well",0,0,0,5.6,5.6,5.52292509377807,5.57807299314909
"4_101-Ga-173","d1975_1978_field",2595141,1211902,"calibration","well",0,0,1,5.4,5.48858739286964,5.1,5.3582697094538
"4_101-Ga-174","d1975_1978_field",2594340,1211562,"validation","poor",1,1,1,6.4,6.08169894759789,6.10370720195529,6.58345209174604
"4_101-Ga-175","d1975_1978_field",2595670,1212261,"calibration","moderate",0,0,1,5.7,5.7,5.7,5.8
"4_101-Ga-176",NA,2591268,1214861,"calibration","well",0,0,0,NA,NA,NA,NA
"4_101-Ga-177",NA,2591202,1214933,"calibration","well",0,0,0,NA,NA,NA,NA
"4_101-Ga-178","d1974_1978",2591336,1215110,"validation","well",0,0,0,5.8,5.84712810462011,5.94712810462011,6.06936525217336
"4_101-Ga-179","d1974_1978",2591466,1214865,"calibration","well",0,0,0,7.1,7.30350169216891,7.6,7.6
"4_101-Ga-180","d1975_1978_field",2591442,1215250,"validation","well",0,0,0,6,5.94712810462011,4.78407570638445,4.65548953255469
"4_101-Ga-181","d1975_1978_field",2591596,1215258,"validation","well",0,0,1,4.8,5.00370720195529,5.2245951332275,5.16936525217336
"4_101-Ga-182","d1974_1978",2591890,1215193,"calibration","well",0,0,0,5.7,5.64712810462011,5.7407307683263,6.02116181449061
"4_101-Ga-183","d1975_1978_field",2592218,1215591,"validation","well",0,0,0,5.2,5.46075973066439,5.11049851590556,5.03728445895502
"4_101-Ga-184","d1974_1978",2592335,1215542,"calibration","poor",0,1,1,6.1,6.2245951332275,6.71231872844697,7.52765899164598
"4_101-Ga-185","d1975_1978_field",2592163,1215131,"calibration","moderate",0,0,1,6.2,6.3,6.4407307683263,6.5
"4_101-Ga-186","d1975_1978_field",2592452,1215364,"calibration","well",0,0,0,6.1,6.18858739286964,6.3,6.5
"4_101-Ga-187","d1974_1978",2592579,1215637,"calibration","well",0,0,0,6.8,6.95548953255469,7.2,7.38653172678364
"4_101-Ga-188","d1974_1978",2592696,1215319,"calibration","moderate",0,0,1,6,5.75548953255469,5.7,5.87531351989859
"4_101-Ga-189","d1975_1978_field",2592927,1215729,"calibration","well",0,0,0,5.5,5.38858739286964,5.48169894759789,5.8
"4_101-Ga-190","d1975_1978_field",2593005,1215589,"validation","well",0,0,0,5.3,5.05548953255469,4.84712810462011,4.8
"4_101-Ga-191","d1974_1978",2593051,1215378,"calibration","well",0,0,0,5.6,5.68858739286964,4.96783437567555,4.7704596274654
"4_101-Ga-192","d1975_1978_field",2593297,1215516,"calibration","poor",0,0,1,6,6.08858739286964,6.5,6.58889812773972
"4_101-Ga-193","d1974_1978",2593872,1215583,"calibration","well",0,0,0,5.8,4.86645960493533,4.5,4.51824224046031
"4_101-Ga-194","d1975_1978_field",2594171,1215552,"calibration","well",0,0,0,6,6.08858739286964,6.5,6.75879440517681
"4_101-Ga-196","d1974_1978",2593457,1215115,"validation","well",0,0,0,6.5,6.38858739286964,6.3,6.62281703370404
"4_101-Ga-197","d1975_1978_field",2593731,1215158,"validation","well",0,0,0,6.2,5.87082291966543,5.7,5.7
"4_101-Ga-198","d1975_1978_field",2594205,1215292,"validation","poor",0,0,1,5.8,5.47082291966543,5.9,6.05446023412151
"4_101-Ga-199","d1975_1978_field",2594409,1215087,"validation","well",0,0,0,4.8,5.00370720195529,5.45784465509681,5.7
